Periodo;PrecipitacaoTotal
1970-1;171.76818182
1970-2;77.87619048
1970-3;78.75217391
1970-4;88.86956522
1970-5;78.20909091
1970-6;89.85454545
1970-7;134.43636364
1970-8;74.16818182
1970-9;18.92105263
1970-10;110.93333333
1970-11;189.77619048
1970-12;44.67272727
1971-1;None
1971-2;None
1971-3;None
1971-4;None
1971-5;None
1971-6;None
1971-7;None
1971-8;None
1971-9;None
1971-10;None
1971-11;None
1971-12;None
1972-1;None
1972-2;None
1972-3;None
1972-4;None
1972-5;None
1972-6;None
1972-7;None
1972-8;None
1972-9;None
1972-10;None
1972-11;None
1972-12;None
1973-1;58.25384615
1973-2;43.63846154
1973-3;174.58571429
1973-4;78.08571429
1973-5;106.09285714
1973-6;70.61428571
1973-7;67.25714286
1973-8;27.40000000
1973-9;44.01538462
1973-10;119.18461538
1973-11;138.38571429
1973-12;69.55000000
1974-1;115.37142857
1974-2;121.29285714
1974-3;234.21428571
1974-4;161.12142857
1974-5;120.90000000
1974-6;53.67857143
1974-7;51.95000000
1974-8;34.86428571
1974-9;27.86428571
1974-10;76.75714286
1974-11;166.78571429
1974-12;137.02142857
1975-1;153.37142857
1975-2;75.91428571
1975-3;115.37857143
1975-4;174.37142857
1975-5;84.61428571
1975-6;57.82142857
1975-7;92.52307692
1975-8;52.33571429
1975-9;54.82307692
1975-10;91.66153846
1975-11;81.93076923
1975-12;102.44285714
1976-1;30.50714286
1976-2;153.64285714
1976-3;49.58571429
1976-4;54.87857143
1976-5;50.45714286
1976-6;32.96428571
1976-7;63.59285714
1976-8;32.73571429
1976-9;33.29285714
1976-10;155.91428571
1976-11;184.34285714
1976-12;68.25000000
1977-1;170.37407407
1977-2;101.68888889
1977-3;24.27407407
1977-4;115.08888889
1977-5;89.00000000
1977-6;75.91071429
1977-7;52.26071429
1977-8;19.85357143
1977-9;85.60714286
1977-10;127.41428571
1977-11;70.88214286
1977-12;239.27857143
1978-1;106.56785714
1978-2;216.39285714
1978-3;178.25714286
1978-4;169.24642857
1978-5;111.45714286
1978-6;77.34642857
1978-7;80.96428571
1978-8;45.30357143
1978-9;47.51071429
1978-10;61.40714286
1978-11;77.77142857
1978-12;126.29655172
1979-1;219.98965517
1979-2;177.28214286
1979-3;94.02068966
1979-4;80.22413793
1979-5;43.62758621
1979-6;67.92413793
1979-7;38.85862069
1979-8;32.91724138
1979-9;27.04137931
1979-10;56.72068966
1979-11;116.55172414
1979-12;68.16206897
1980-1;237.46428571
1980-2;299.74137931
1980-3;51.28965517
1980-4;43.88965517
1980-5;63.07586207
1980-6;47.51379310
1980-7;44.85517241
1980-8;43.05517241
1980-9;45.50689655
1980-10;31.25862069
1980-11;130.92068966
1980-12;131.38275862
1981-1;None
1981-2;None
1981-3;None
1981-4;None
1981-5;None
1981-6;None
1981-7;None
1981-8;None
1981-9;None
1981-10;None
1981-11;None
1981-12;None
1982-1;None
1982-2;None
1982-3;None
1982-4;None
1982-5;None
1982-6;None
1982-7;None
1982-8;None
1982-9;None
1982-10;None
1982-11;None
1982-12;None
1983-1;129.20370370
1983-2;141.75000000
1983-3;124.06153846
1983-4;53.38846154
1983-5;36.95925926
1983-6;52.64000000
1983-7;40.22222222
1983-8;28.72307692
1983-9;42.96666667
1983-10;42.04814815
1983-11;116.74444444
1983-12;81.06153846
1984-1;None
1984-2;None
1984-3;None
1984-4;None
1984-5;None
1984-6;None
1984-7;None
1984-8;None
1984-9;None
1984-10;None
1984-11;None
1984-12;None
1985-1;None
1985-2;None
1985-3;None
1985-4;None
1985-5;None
1985-6;None
1985-7;None
1985-8;None
1985-9;None
1985-10;None
1985-11;None
1985-12;None
1986-1;78.48965517
1986-2;66.39310345
1986-3;104.66896552
1986-4;82.09655172
1986-5;47.08965517
1986-6;121.35000000
1986-7;36.66896552
1986-8;42.30344828
1986-9;None
1986-10;90.75172414
1986-11;None
1986-12;89.46206897
1987-1;36.48965517
1987-2;43.80344828
1987-3;160.50689655
1987-4;93.22500000
1987-5;68.46551724
1987-6;50.34482759
1987-7;47.05517241
1987-8;20.07931034
1987-9;29.07931034
1987-10;18.14137931
1987-11;118.43103448
1987-12;129.74827586
1988-1;93.60344828
1988-2;47.14285714
1988-3;162.88965517
1988-4;102.91724138
1988-5;50.65862069
1988-6;74.97586207
1988-7;None
1988-8;38.96206897
1988-9;20.87241379
1988-10;74.91379310
1988-11;80.04482759
1988-12;187.20000000
1989-1;47.23571429
1989-2;43.02592593
1989-3;142.30357143
1989-4;None
1989-5;None
1989-6;None
1989-7;None
1989-8;None
1989-9;None
1989-10;None
1989-11;None
1989-12;None
1990-1;51.00000000
1990-2;16.90000000
1990-3;70.80000000
1990-4;50.90000000
1990-5;323.60000000
1990-6;211.70000000
1990-7;266.90000000
1990-8;None
1990-9;None
1990-10;42.00000000
1990-11;None
1990-12;None
1991-1;119.44000000
1991-2;56.30000000
1991-3;111.92500000
1991-4;95.80000000
1991-5;113.30000000
1991-6;92.07500000
1991-7;40.16000000
1991-8;44.48000000
1991-9;21.48000000
1991-10;43.30000000
1991-11;154.78000000
1991-12;105.98000000
1992-1;266.30000000
1992-2;172.31250000
1992-3;69.00000000
1992-4;51.94444444
1992-5;28.20000000
1992-6;69.57000000
1992-7;71.09090909
1992-8;26.42500000
1992-9;43.06666667
1992-10;48.05000000
1992-11;145.78333333
1992-12;177.96153846
1993-1;48.10000000
1993-2;46.28928571
1993-3;13.22857143
1993-4;51.48148148
1993-5;71.11071429
1993-6;54.43928571
1993-7;35.45555556
1993-8;46.13928571
1993-9;20.88461538
1993-10;53.57037037
1993-11;45.26785714
1993-12;75.12500000
1994-1;78.78571429
1994-2;84.35714286
1994-3;156.50000000
1994-4;122.89642857
1994-5;70.48571429
1994-6;75.86071429
1994-7;88.00000000
1994-8;37.32857143
1994-9;40.86923077
1994-10;32.79230769
1994-11;82.86400000
1994-12;50.85555556
1995-1;49.93214286
1995-2;69.58571429
1995-3;98.82500000
1995-4;125.17142857
1995-5;104.28571429
1995-6;61.20357143
1995-7;74.56071429
1995-8;27.69285714
1995-9;30.02500000
1995-10;42.52857143
1995-11;166.87500000
1995-12;167.70357143
1996-1;27.86785714
1996-2;42.52500000
1996-3;61.70714286
1996-4;155.18214286
1996-5;42.54642857
1996-6;68.55357143
1996-7;36.19285714
1996-8;40.47857143
1996-9;50.18148148
1996-10;53.74642857
1996-11;193.15714286
1996-12;61.67692308
1997-1;125.87857143
1997-2;110.53333333
1997-3;359.65714286
1997-4;135.20714286
1997-5;75.31785714
1997-6;40.78214286
1997-7;55.33214286
1997-8;21.74642857
1997-9;11.10714286
1997-10;73.72857143
1997-11;54.29629630
1997-12;70.17307692
1998-1;114.20000000
1998-2;68.17037037
1998-3;50.32962963
1998-4;36.49259259
1998-5;54.55185185
1998-6;65.08148148
1998-7;51.03333333
1998-8;39.32222222
1998-9;21.51111111
1998-10;38.09629630
1998-11;168.48148148
1998-12;113.63333333
1999-1;65.09285714
1999-2;84.21851852
1999-3;109.42857143
1999-4;70.55714286
1999-5;86.36428571
1999-6;44.68928571
1999-7;71.83793103
1999-8;81.83448276
1999-9;50.55862069
1999-10;90.75862069
1999-11;178.33448276
1999-12;183.94137931
2000-1;113.40344828
2000-2;115.92857143
2000-3;90.70000000
2000-4;119.42413793
2000-5;59.29310345
2000-6;62.26551724
2000-7;52.49310345
2000-8;38.13793103
2000-9;63.92068966
2000-10;22.98620690
2000-11;181.42000000
2000-12;189.32666667
2001-1;43.78000000
2001-2;29.51034483
2001-3;127.19666667
2001-4;46.13000000
2001-5;62.54666667
2001-6;75.90666667
2001-7;61.34666667
2001-8;59.40000000
2001-9;53.66206897
2001-10;90.01333333
2001-11;49.70344828
2001-12;123.61333333
2002-1;234.25333333
2002-2;89.46129032
2002-3;53.06129032
2002-4;40.62258065
2002-5;64.08387097
2002-6;60.62413793
2002-7;59.34333333
2002-8;46.30666667
2002-9;70.64838710
2002-10;8.64000000
2002-11;56.50333333
2002-12;135.72413793
2003-1;83.72758621
2003-2;47.95714286
2003-3;100.34054054
2003-4;64.68918919
2003-5;110.83428571
2003-6;56.97297297
2003-7;70.00882353
2003-8;53.11764706
2003-9;45.92647059
2003-10;30.21515152
2003-11;87.77058824
2003-12;39.57058824
2004-1;288.74062500
2004-2;126.51388889
2004-3;150.97027027
2004-4;70.90000000
2004-5;60.27567568
2004-6;74.07567568
2004-7;54.96486486
2004-8;28.25675676
2004-9;11.72432432
2004-10;42.65675676
2004-11;122.43421053
2004-12;34.58857143
2005-1;106.32727273
2005-2;179.29000000
2005-3;119.89729730
2005-4;119.30833333
2005-5;91.93870968
2005-6;88.79090909
2005-7;60.12142857
2005-8;47.75000000
2005-9;24.10333333
2005-10;13.50625000
2005-11;134.82857143
2005-12;106.76666667
2006-1;26.40810811
2006-2;54.82142857
2006-3;145.26111111
2006-4;157.51785714
2006-5;68.29642857
2006-6;105.49729730
2006-7;38.00270270
2006-8;33.27714286
2006-9;48.54000000
2006-10;92.60294118
2006-11;116.64117647
2006-12;66.60303030
2007-1;32.60857143
2007-2;214.87352941
2007-3;56.25588235
2007-4;61.66666667
2007-5;50.13235294
2007-6;43.25789474
2007-7;30.88108108
2007-8;34.21315789
2007-9;28.85526316
2007-10;24.60512821
2007-11;73.14473684
2007-12;122.48484872
2008-1;39.91891892
2008-2;124.38378378
2008-3;142.87360000
2008-4;121.48637805
2008-5;96.18259184
2008-6;101.05453750
2008-7;90.58828947
2008-8;71.97857188
2008-9;69.78466508
2008-10;63.01263810
2008-11;146.79193214
2008-12;179.85186500
2009-1;141.00499672
2009-2;114.73467966
2009-3;118.62527119
2009-4;192.87369839
2009-5;143.83830317
2009-6;89.88273115
2009-7;77.80451385
2009-8;76.16058182
2009-9;55.63553281
2009-10;188.62806935
2009-11;65.87093939
2009-12;115.86056000
2010-1;99.06309545
2010-2;86.72254706
2010-3;205.66739091
2010-4;172.25406567
2010-5;90.03072273
2010-6;84.30924603
2010-7;150.34202419
2010-8;77.91295692
2010-9;78.71570000
2010-10;114.64813226
2010-11;135.72200952
2010-12;169.21266508
2011-1;137.71243226
2011-2;96.53751905
