Periodo;PrecipitacaoTotal
1970-1;103.27777778
1970-2;42.05555556
1970-3;113.74444444
1970-4;108.92500000
1970-5;31.52500000
1970-6;75.87777778
1970-7;146.58888889
1970-8;108.54444444
1970-9;11.98888889
1970-10;33.56000000
1970-11;36.51000000
1970-12;9.61111111
1971-1;38.20000000
1971-2;59.72857143
1971-3;93.88571429
1971-4;119.62500000
1971-5;139.44285714
1971-6;78.27777778
1971-7;91.27777778
1971-8;42.01250000
1971-9;51.68750000
1971-10;27.74444444
1971-11;12.27142857
1971-12;10.91250000
1972-1;40.22500000
1972-2;89.00000000
1972-3;112.40000000
1972-4;148.80000000
1972-5;131.05000000
1972-6;171.60000000
1972-7;82.52500000
1972-8;117.40000000
1972-9;40.62500000
1972-10;23.85000000
1972-11;3.70000000
1972-12;90.52500000
1973-1;66.00000000
1973-2;35.27000000
1973-3;139.50000000
1973-4;191.84000000
1973-5;72.32000000
1973-6;110.10000000
1973-7;81.33000000
1973-8;33.96000000
1973-9;54.65454545
1973-10;72.97000000
1973-11;9.79090909
1973-12;27.24545455
1974-1;127.64000000
1974-2;186.25000000
1974-3;219.01000000
1974-4;235.91000000
1974-5;119.45000000
1974-6;90.69000000
1974-7;78.19000000
1974-8;23.61000000
1974-9;21.51000000
1974-10;12.12000000
1974-11;56.54000000
1974-12;36.86666667
1975-1;70.71000000
1975-2;59.54000000
1975-3;189.91000000
1975-4;126.06000000
1975-5;135.66000000
1975-6;108.36000000
1975-7;185.93000000
1975-8;30.68000000
1975-9;25.25555556
1975-10;9.45000000
1975-11;9.29000000
1975-12;40.03333333
1976-1;18.44000000
1976-2;163.67000000
1976-3;116.77000000
1976-4;110.51000000
1976-5;64.88000000
1976-6;50.83000000
1976-7;55.10000000
1976-8;12.36000000
1976-9;18.46000000
1976-10;70.51000000
1976-11;72.01000000
1976-12;31.24444444
1977-1;88.75000000
1977-2;57.32000000
1977-3;75.06666667
1977-4;146.87777778
1977-5;142.71111111
1977-6;142.51000000
1977-7;137.91000000
1977-8;28.34000000
1977-9;31.99000000
1977-10;23.17000000
1977-11;21.72000000
1977-12;90.31111111
1978-1;49.53000000
1978-2;142.17000000
1978-3;177.20000000
1978-4;139.33000000
1978-5;123.30000000
1978-6;103.08000000
1978-7;106.65000000
1978-8;43.23000000
1978-9;66.55000000
1978-10;7.96000000
1978-11;23.41000000
1978-12;45.57000000
1979-1;77.74000000
1979-2;87.07000000
1979-3;81.64000000
1979-4;75.62000000
1979-5;88.21000000
1979-6;80.22000000
1979-7;61.43000000
1979-8;19.88000000
1979-9;40.46000000
1979-10;6.65000000
1979-11;36.00000000
1979-12;13.29000000
1980-1;73.37777778
1980-2;188.30000000
1980-3;91.43333333
1980-4;50.73333333
1980-5;34.88888889
1980-6;101.57777778
1980-7;32.01111111
1980-8;17.85555556
1980-9;16.07777778
1980-10;30.78888889
1980-11;41.53333333
1980-12;34.95555556
1981-1;67.82000000
1981-2;27.94000000
1981-3;196.06000000
1981-4;64.95000000
1981-5;34.96000000
1981-6;38.56000000
1981-7;30.45000000
1981-8;26.18000000
1981-9;18.83000000
1981-10;3.19000000
1981-11;33.82000000
1981-12;36.42000000
1982-1;40.06666667
1982-2;63.25714286
1982-3;62.26250000
1982-4;92.12500000
1982-5;116.67777778
1982-6;91.39000000
1982-7;68.43000000
1982-8;46.00000000
1982-9;44.41111111
1982-10;3.20000000
1982-11;2.66666667
1982-12;27.95555556
1983-1;66.05000000
1983-2;145.41000000
1983-3;131.45000000
1983-4;30.80000000
1983-5;42.60000000
1983-6;44.06000000
1983-7;41.83000000
1983-8;42.48000000
1983-9;5.08000000
1983-10;17.34000000
1983-11;25.28000000
1983-12;16.22000000
1984-1;35.84444444
1984-2;23.84444444
1984-3;162.35555556
1984-4;296.67777778
1984-5;147.85555556
1984-6;57.93333333
1984-7;154.46666667
1984-8;90.88888889
1984-9;31.91111111
1984-10;22.70000000
1984-11;23.85555556
1984-12;4.31111111
1985-1;170.35555556
1985-2;175.05555556
1985-3;197.85555556
1985-4;305.96666667
1985-5;93.41111111
1985-6;117.16666667
1985-7;138.62222222
1985-8;70.34444444
1985-9;18.94444444
1985-10;6.65555556
1985-11;8.43333333
1985-12;108.90000000
1986-1;28.73333333
1986-2;103.77500000
1986-3;295.57500000
1986-4;218.75000000
1986-5;206.17500000
1986-6;210.70000000
1986-7;224.96666667
1986-8;147.00000000
1986-9;96.80000000
1986-10;21.22500000
1986-11;20.26666667
1986-12;26.60000000
1987-1;20.60000000
1987-2;72.23333333
1987-3;279.83333333
1987-4;167.53333333
1987-5;53.95000000
1987-6;195.25000000
1987-7;173.75000000
1987-8;70.96666667
1987-9;33.70000000
1987-10;61.43333333
1987-11;4.06666667
1987-12;4.13333333
1988-1;19.40000000
1988-2;65.06666667
1988-3;163.70000000
1988-4;263.36666667
1988-5;80.23333333
1988-6;154.00000000
1988-7;340.03333333
1988-8;106.83333333
1988-9;44.95000000
1988-10;9.82500000
1988-11;32.84000000
1988-12;59.63333333
1989-1;57.05000000
1989-2;12.05000000
1989-3;55.40000000
1989-4;239.10000000
1989-5;284.16666667
1989-6;186.86666667
1989-7;255.17500000
1989-8;126.15000000
1989-9;30.63333333
1989-10;34.52500000
1989-11;30.20000000
1989-12;109.57500000
1990-1;25.16666667
1990-2;38.65000000
1990-3;13.40000000
1990-4;187.46666667
1990-5;155.45000000
1990-6;178.26666667
1990-7;250.53333333
1990-8;135.96666667
1990-9;58.13333333
1990-10;36.10000000
1990-11;16.06666667
1990-12;11.30000000
1991-1;65.63333333
1991-2;50.02500000
1991-3;140.95000000
1991-4;106.06666667
1991-5;210.76666667
1991-6;78.06666667
1991-7;130.40000000
1991-8;101.66666667
1991-9;20.80000000
1991-10;42.67500000
1991-11;46.00000000
1991-12;41.45000000
1992-1;197.20000000
1992-2;186.05000000
1992-3;209.80000000
1992-4;100.32500000
1992-5;75.15000000
1992-6;140.20000000
1992-7;136.96666667
1992-8;54.90000000
1992-9;58.62500000
1992-10;14.90000000
1992-11;31.75000000
1992-12;21.07500000
1993-1;19.03750000
1993-2;21.22500000
1993-3;9.21428571
1993-4;45.77500000
1993-5;86.20000000
1993-6;104.20000000
1993-7;64.72500000
1993-8;56.67500000
1993-9;12.47500000
1993-10;47.30000000
1993-11;29.55000000
1993-12;14.63750000
1994-1;105.63333333
1994-2;95.88888889
1994-3;111.62222222
1994-4;79.56666667
1994-5;145.78888889
1994-6;199.00000000
1994-7;111.78888889
1994-8;50.08750000
1994-9;40.53750000
1994-10;5.77500000
1994-11;7.11250000
1994-12;24.28571429
1995-1;40.61111111
1995-2;111.78888889
1995-3;127.70000000
1995-4;111.82222222
1995-5;116.91111111
1995-6;121.74444444
1995-7;101.35555556
1995-8;21.11111111
1995-9;8.10000000
1995-10;4.01111111
1995-11;69.10000000
1995-12;23.58888889
1996-1;42.02222222
1996-2;89.45555556
1996-3;93.73333333
1996-4;182.35555556
1996-5;95.42222222
1996-6;97.66666667
1996-7;99.46666667
1996-8;82.87777778
1996-9;33.03750000
1996-10;6.11111111
1996-11;80.31111111
1996-12;19.55555556
1997-1;77.88888889
1997-2;52.14444444
1997-3;178.23333333
1997-4;133.07777778
1997-5;150.57777778
1997-6;44.60000000
1997-7;85.75555556
1997-8;58.60000000
1997-9;4.17777778
1997-10;7.25555556
1997-11;25.34444444
1997-12;45.30000000
1998-1;53.52222222
1998-2;31.73333333
1998-3;43.56666667
1998-4;38.94444444
1998-5;39.08888889
1998-6;40.50000000
1998-7;67.58888889
1998-8;62.74444444
1998-9;11.22222222
1998-10;6.76666667
1998-11;20.13333333
1998-12;15.10000000
1999-1;43.00000000
1999-2;39.81250000
1999-3;131.07500000
1999-4;31.20000000
1999-5;82.71111111
1999-6;30.47777778
1999-7;75.55555556
1999-8;32.24444444
1999-9;23.12222222
1999-10;58.30000000
1999-11;47.11111111
1999-12;106.97777778
2000-1;107.28750000
2000-2;111.83333333
2000-3;83.98888889
2000-4;156.90000000
2000-5;67.63333333
2000-6;159.86250000
2000-7;132.32222222
2000-8;112.27777778
2000-9;87.52222222
2000-10;13.82500000
2000-11;34.41111111
2000-12;97.98888889
2001-1;22.61111111
2001-2;47.41111111
2001-3;143.34444444
2001-4;63.67777778
2001-5;12.74444444
2001-6;158.20000000
2001-7;105.13333333
2001-8;63.37777778
2001-9;21.43333333
2001-10;58.87777778
2001-11;9.50000000
2001-12;67.22222222
2002-1;216.42222222
2002-2;58.32222222
2002-3;124.85555556
2002-4;52.57777778
2002-5;90.43333333
2002-6;124.86666667
2002-7;75.38888889
2002-8;42.94444444
2002-9;9.14444444
2002-10;10.31111111
2002-11;17.16666667
2002-12;73.32222222
2003-1;59.28888889
2003-2;66.65555556
2003-3;130.76000000
2003-4;65.37000000
2003-5;51.64000000
2003-6;82.28888889
2003-7;58.98000000
2003-8;37.29000000
2003-9;44.11000000
2003-10;10.66000000
2003-11;18.48888889
2003-12;24.55555556
2004-1;313.27500000
2004-2;171.15555556
2004-3;60.90000000
2004-4;69.48888889
2004-5;80.05000000
2004-6;153.04444444
2004-7;96.91000000
2004-8;47.04000000
2004-9;29.21000000
2004-10;5.78000000
2004-11;9.88000000
2004-12;15.67000000
2005-1;44.25454545
2005-2;76.40000000
2005-3;156.51666667
2005-4;54.41818182
2005-5;178.21818182
2005-6;248.11818182
2005-7;66.16666667
2005-8;113.29000000
2005-9;14.90000000
2005-10;10.53333333
2005-11;44.23636364
2005-12;96.52500000
2006-1;3.39090909
2006-2;64.92222222
2006-3;134.62727273
2006-4;124.77777778
2006-5;113.00000000
2006-6;170.69000000
2006-7;86.64545455
2006-8;56.22727273
2006-9;27.42500000
2006-10;20.59166667
2006-11;41.84166667
2006-12;28.51818182
2007-1;29.70000000
2007-2;199.25454545
2007-3;120.79166667
2007-4;106.95000000
2007-5;92.99166667
2007-6;135.76666667
2007-7;93.99090909
2007-8;89.41818182
2007-9;42.31666667
2007-10;7.52857143
2007-11;15.79090909
2007-12;19.85000000
2008-1;42.93846154
2008-2;103.28571429
2008-3;252.37142857
2008-4;139.45714286
2008-5;153.87333333
2008-6;71.42142857
2008-7;99.36923077
2008-8;60.48571429
2008-9;13.93846154
2008-10;10.58823529
2008-11;1.74705882
2008-12;27.48823529
2009-1;58.97058824
2009-2;126.47222222
2009-3;84.01111111
2009-4;181.49444444
2009-5;186.63157895
2009-6;87.40000000
2009-7;90.15000000
2009-8;85.74736842
2009-9;15.65263158
2009-10;27.12631579
2009-11;15.61000000
2009-12;52.28421053
2010-1;117.81578947
2010-2;60.17000000
2010-3;61.79473684
2010-4;177.27058824
2010-5;34.32777778
2010-6;214.85625000
2010-7;75.97500000
2010-8;52.28333333
2010-9;35.81000000
2010-10;51.70555556
2010-11;2.61111111
2010-12;75.31052632
2011-1;91.22222222
2011-2;117.62777778
2011-3;89.93000000
2011-4;154.30476190
2011-5;220.62500000
2011-6;78.25000000
2011-7;114.83157895
2011-8;50.14210526
2011-9;20.46111111
2011-10;24.44500000
2011-11;34.01428571
2011-12;16.70000000
2012-1;51.86111111
2012-2;78.16842105
2012-3;24.60500000
2012-4;15.87142857
2012-5;41.33809524
2012-6;60.97368421
2012-7;63.03000000
2012-8;43.21428571
2012-9;5.58095238
2012-10;9.36190476
2012-11;9.41428571
2012-12;8.62857143
2013-1;51.90500000
2013-2;9.96500000
2013-3;37.36315789
2013-4;112.21111111
2013-5;69.06315789
2013-6;104.45555556
2013-7;112.49473684
2013-8;52.40500000
2013-9;26.56000000
2013-10;29.17500000
2013-11;24.69000000
2013-12;104.66315789
2014-1;26.67894737
2014-2;83.17368421
2014-3;84.14705882
2014-4;112.94285714
2014-5;111.40476190
2014-6;62.43500000
2014-7;65.93684211
2014-8;48.78000000
2014-9;40.78500000
2014-10;62.31428571
2014-11;41.30476190
2014-12;32.84000000
2015-1;12.90000000
2015-2;57.44375000
2015-3;92.93888889
2015-4;36.63888889
2015-5;46.50952381
2015-6;100.24736842
2015-7;120.62941176
2015-8;32.45500000
2015-9;11.34117647
2015-10;5.19444444
2015-11;4.64705882
2015-12;44.32631579
2016-1;153.52777778
2016-2;50.66666667
2016-3;84.43529412
2016-4;64.23333333
2016-5;118.44705882
2016-6;36.88333333
2016-7;26.50500000
2016-8;12.71500000
2016-9;12.28000000
2016-10;3.66666667
2016-11;5.67647059
2016-12;20.82222222
2017-1;10.77222222
2017-2;42.33888889
2017-3;42.57500000
2017-4;81.46470588
2017-5;114.37777778
2017-6;117.65714286
2017-7;149.97894737
2017-8;41.73888889
2017-9;37.56875000
2017-10;14.91111111
2017-11;12.31578947
2017-12;21.16250000
2018-1;50.31875000
2018-2;145.45384615
2018-3;91.11250000
2018-4;162.21176471
2018-5;73.71111111
2018-6;34.91764706
2018-7;33.25000000
2018-8;19.71500000
2018-9;13.75263158
2018-10;12.84736842
2018-11;13.14705882
2018-12;91.22857143
2019-1;34.07857143
2019-2;79.07692308
2019-3;137.42307692
2019-4;76.93750000
2019-5;59.00625000
2019-6;94.12500000
2019-7;107.75294118
2019-8;54.02777778
2019-9;18.15263158
2019-10;8.31500000
2019-11;19.89473684
2019-12;12.80000000
2020-1;61.30000000
2020-2;101.60666667
2020-3;215.11333333
2020-4;123.44000000
2020-5;89.28571429
2020-6;96.87142857
2020-7;49.57857143
2020-8;25.20666667
2020-9;15.89333333
2020-10;6.52307692
2020-11;64.58571429
2020-12;21.65384615
