Periodo;PrecipitacaoTotal
1970-1;142.50000000
1970-2;148.46666667
1970-3;160.20000000
1970-4;90.30000000
1970-5;69.13333333
1970-6;108.70000000
1970-7;48.56666667
1970-8;55.60000000
1970-9;136.03333333
1970-10;144.03333333
1970-11;132.40000000
1970-12;194.86666667
1971-1;161.20000000
1971-2;217.36666667
1971-3;203.13333333
1971-4;97.40000000
1971-5;145.86666667
1971-6;113.23333333
1971-7;90.15000000
1971-8;5.42000000
1971-9;78.58000000
1971-10;119.72000000
1971-11;78.54000000
1971-12;262.96666667
1972-1;173.03333333
1972-2;300.33333333
1972-3;129.80000000
1972-4;74.98333333
1972-5;130.15000000
1972-6;10.58333333
1972-7;74.00000000
1972-8;107.45000000
1972-9;77.15000000
1972-10;205.78333333
1972-11;306.23333333
1972-12;159.53333333
1973-1;214.26666667
1973-2;153.56666667
1973-3;135.30000000
1973-4;64.22000000
1973-5;129.54000000
1973-6;103.13333333
1973-7;28.45000000
1973-8;58.01666667
1973-9;62.81666667
1973-10;120.96666667
1973-11;191.14285714
1973-12;226.95714286
1974-1;277.20000000
1974-2;130.71250000
1974-3;192.71250000
1974-4;109.91250000
1974-5;79.34285714
1974-6;62.14285714
1974-7;9.84285714
1974-8;39.78571429
1974-9;53.68750000
1974-10;151.61250000
1974-11;120.62500000
1974-12;263.03333333
1975-1;121.21111111
1975-2;145.68888889
1975-3;122.56666667
1975-4;182.02222222
1975-5;33.97777778
1975-6;46.73333333
1975-7;60.30000000
1975-8;4.88888889
1975-9;55.10000000
1975-10;199.15000000
1975-11;230.02500000
1975-12;210.10000000
1976-1;182.15000000
1976-2;181.92500000
1976-3;118.63750000
1976-4;118.48750000
1976-5;148.71111111
1976-6;17.16250000
1976-7;15.46250000
1976-8;62.57500000
1976-9;177.41250000
1976-10;174.06250000
1976-11;203.55000000
1976-12;276.28750000
1977-1;349.07500000
1977-2;136.38750000
1977-3;115.01250000
1977-4;91.80000000
1977-5;57.37500000
