Periodo;PrecipitacaoTotal
1970-1;357.66666667
1970-2;196.00000000
1970-3;199.46666667
1970-4;128.76666667
1970-5;0E-8
1970-6;0E-8
1970-7;0E-8
1970-8;0E-8
1970-9;38.60000000
1970-10;132.20000000
1970-11;220.03333333
1970-12;67.86666667
1971-1;136.43333333
1971-2;132.53333333
1971-3;222.33333333
1971-4;204.53333333
1971-5;6.70000000
1971-6;17.83333333
1971-7;0E-8
1971-8;0.66666667
1971-9;10.96666667
1971-10;199.16666667
1971-11;237.46666667
1971-12;229.26666667
1972-1;142.13333333
1972-2;207.03333333
1972-3;216.76666667
1972-4;148.70000000
1972-5;1.00000000
1972-6;0.60000000
1972-7;25.26666667
1972-8;2.70000000
1972-9;24.70000000
1972-10;155.45000000
1972-11;151.65000000
1972-12;297.15000000
1973-1;166.90000000
1973-2;257.15000000
1973-3;304.40000000
1973-4;136.35000000
1973-5;39.06666667
1973-6;10.30000000
1973-7;1.06666667
1973-8;7.83333333
1973-9;32.00000000
1973-10;281.63333333
1973-11;166.60000000
1973-12;216.36666667
1974-1;243.33333333
1974-2;163.56666667
1974-3;336.23333333
1974-4;137.76666667
1974-5;61.40000000
1974-6;2.23333333
1974-7;0E-8
1974-8;6.40000000
1974-9;5.66666667
1974-10;169.93333333
1974-11;241.46666667
1974-12;256.70000000
1975-1;249.66666667
1975-2;282.73333333
1975-3;161.40000000
1975-4;150.96666667
1975-5;22.62500000
1975-6;0E-8
1975-7;6.85000000
1975-8;0E-8
1975-9;3.57500000
1975-10;165.20000000
1975-11;258.10000000
1975-12;154.52500000
1976-1;123.97500000
1976-2;276.00000000
1976-3;121.92500000
1976-4;73.50000000
1976-5;63.85000000
1976-6;0E-8
1976-7;0E-8
1976-8;0.25000000
1976-9;88.50000000
1976-10;200.05000000
1976-11;367.67500000
1976-12;195.00000000
1977-1;319.95000000
1977-2;224.32500000
1977-3;117.08000000
1977-4;222.92000000
1977-5;47.00000000
1977-6;11.44000000
1977-7;0.06000000
1977-8;2.22000000
1977-9;72.42500000
1977-10;143.24000000
1977-11;171.62000000
1977-12;255.72000000
1978-1;252.54000000
1978-2;396.12000000
1978-3;216.34000000
1978-4;154.28000000
1978-5;86.90000000
1978-6;29.62000000
1978-7;21.62500000
1978-8;0E-8
1978-9;42.48000000
1978-10;153.82000000
1978-11;177.40000000
1978-12;260.07500000
1979-1;317.56000000
1979-2;253.82500000
1979-3;183.76000000
1979-4;100.36000000
1979-5;4.78000000
1979-6;0.14000000
1979-7;0E-8
1979-8;22.25000000
1979-9;64.32500000
1979-10;70.00000000
1979-11;193.60000000
1979-12;147.08000000
1980-1;279.36000000
1980-2;504.78000000
1980-3;108.64000000
1980-4;90.16000000
1980-5;1.20000000
1980-6;0.27500000
1980-7;0E-8
1980-8;0.10000000
1980-9;59.20000000
1980-10;70.70000000
1980-11;291.94000000
1980-12;342.66000000
1981-1;297.15000000
1981-2;104.02500000
1981-3;418.60000000
1981-4;90.77500000
1981-5;1.35000000
1981-6;27.22500000
1981-7;1.20000000
1981-8;3.55000000
1981-9;0.05000000
1981-10;157.22500000
1981-11;206.22500000
1981-12;140.30000000
1982-1;468.58000000
1982-2;144.10000000
1982-3;276.34000000
1982-4;123.56000000
1982-5;0.98000000
1982-6;0E-8
1982-7;0E-8
1982-8;2.84000000
1982-9;76.12000000
1982-10;104.46000000
1982-11;189.90000000
1982-12;199.46000000
1983-1;398.52000000
1983-2;269.46000000
1983-3;318.10000000
1983-4;39.78000000
1983-5;5.96000000
1983-6;0.06000000
1983-7;0E-8
1983-8;1.94000000
1983-9;33.50000000
1983-10;130.90000000
1983-11;219.32000000
1983-12;259.06000000
1984-1;173.48000000
1984-2;160.76000000
1984-3;250.90000000
1984-4;175.34000000
1984-5;21.54000000
1984-6;0E-8
1984-7;0.70000000
1984-8;5.63333333
1984-9;49.55000000
1984-10;160.96666667
1984-11;118.41666667
1984-12;173.73333333
1985-1;505.28333333
1985-2;264.60000000
1985-3;245.46666667
1985-4;220.23333333
1985-5;55.70000000
1985-6;6.65000000
1985-7;2.28333333
1985-8;6.48333333
1985-9;69.40000000
1985-10;222.63333333
1985-11;202.68333333
1985-12;437.62000000
1986-1;266.24000000
1986-2;270.20000000
1986-3;296.12000000
1986-4;155.24000000
1986-5;22.44000000
1986-6;15.52000000
1986-7;0.96000000
1986-8;26.66000000
1986-9;31.26000000
1986-10;189.48000000
1986-11;151.66000000
1986-12;248.42000000
1987-1;154.18000000
1987-2;141.26000000
1987-3;411.84000000
1987-4;189.08000000
1987-5;27.48000000
1987-6;0.92000000
1987-7;0E-8
1987-8;8.22000000
1987-9;46.78000000
1987-10;122.08000000
1987-11;220.60000000
1987-12;306.24000000
1988-1;240.28000000
1988-2;259.18000000
1988-3;238.38000000
1988-4;227.14000000
1988-5;17.28000000
1988-6;16.10000000
1988-7;0.08000000
1988-8;0.02000000
1988-9;18.38000000
1988-10;188.40000000
1988-11;180.50000000
1988-12;341.56000000
1989-1;243.08000000
1989-2;166.32000000
1989-3;240.74000000
1989-4;186.82000000
1989-5;82.48000000
1989-6;26.76000000
1989-7;16.94000000
1989-8;20.14000000
1989-9;29.52000000
1989-10;168.06000000
1989-11;283.68000000
1989-12;504.66666667
1990-1;153.38333333
1990-2;235.71666667
1990-3;129.96666667
1990-4;60.36666667
1990-5;74.51666667
1990-6;0E-8
1990-7;9.06000000
1990-8;23.10000000
1990-9;43.62500000
1990-10;88.40000000
1990-11;102.45000000
1990-12;180.30000000
1991-1;348.26666667
1991-2;163.73333333
1991-3;298.63333333
1991-4;169.70000000
1991-5;54.77500000
1991-6;3.16666667
1991-7;0E-8
1991-8;0E-8
1991-9;39.42500000
1991-10;86.55000000
1991-11;193.14000000
1991-12;156.12000000
1992-1;310.70000000
1992-2;261.14000000
1992-3;157.52000000
1992-4;145.34000000
1992-5;37.35000000
1992-6;3.05000000
1992-7;0.15000000
1992-8;1.90000000
1992-9;61.12500000
1992-10;87.65000000
1992-11;178.60000000
1992-12;251.50000000
1993-1;94.07500000
1993-2;325.15000000
1993-3;138.05000000
1993-4;152.67500000
1993-5;57.55000000
1993-6;1.55000000
1993-7;0.05000000
1993-8;34.42500000
1993-9;64.55000000
1993-10;185.30000000
1993-11;111.90000000
1993-12;221.70000000
1994-1;86.20000000
1994-2;None
1994-3;338.16666667
1994-4;127.32500000
1994-5;47.50000000
1994-6;44.77500000
1994-7;0.15000000
1994-8;0E-8
1994-9;5.22000000
1994-10;102.56666667
1994-11;90.77500000
1994-12;200.15000000
1995-1;177.40000000
1995-2;268.36666667
1995-3;255.41666667
1995-4;219.91666667
1995-5;111.21666667
1995-6;0.16666667
1995-7;0E-8
1995-8;0E-8
1995-9;0.81666667
1995-10;113.46666667
1995-11;247.78333333
1995-12;258.96666667
1996-1;223.36666667
1996-2;166.96666667
1996-3;270.23333333
1996-4;194.78333333
1996-5;45.50000000
1996-6;0E-8
1996-7;0E-8
1996-8;2.43333333
1996-9;10.20000000
1996-10;121.46666667
1996-11;238.46666667
1996-12;153.85000000
1997-1;287.05000000
1997-2;192.01666667
1997-3;433.80000000
1997-4;281.96666667
1997-5;28.11666667
1997-6;2.55000000
1997-7;0E-8
1997-8;0.06666667
1997-9;59.81666667
1997-10;144.33333333
1997-11;117.68333333
1997-12;250.55000000
1998-1;304.56000000
1998-2;227.66666667
1998-3;186.91666667
1998-4;55.85000000
1998-5;35.53333333
1998-6;9.85000000
1998-7;8.85000000
1998-8;0.46666667
1998-9;23.26666667
1998-10;82.61666667
1998-11;260.80000000
1998-12;223.45000000
1999-1;266.13333333
1999-2;195.18333333
1999-3;230.70000000
1999-4;114.56666667
1999-5;86.36666667
1999-6;0.05000000
1999-7;0E-8
1999-8;0E-8
1999-9;34.95000000
1999-10;137.31666667
1999-11;307.63333333
1999-12;425.41666667
2000-1;272.08333333
2000-2;341.61666667
2000-3;249.33333333
2000-4;181.13333333
2000-5;23.93333333
2000-6;0.40000000
2000-7;8.48333333
2000-8;2.48333333
2000-9;82.18333333
2000-10;106.56666667
2000-11;227.66666667
2000-12;378.85000000
2001-1;153.35000000
2001-2;162.78333333
2001-3;276.80000000
2001-4;132.61666667
2001-5;64.63333333
2001-6;5.91666667
2001-7;0.43333333
2001-8;0.11666667
2001-9;54.95000000
2001-10;219.45000000
2001-11;287.90000000
2001-12;273.78333333
2002-1;415.15000000
2002-2;176.86666667
2002-3;193.45000000
2002-4;94.03333333
2002-5;46.68333333
2002-6;0.03333333
2002-7;6.00000000
2002-8;4.88333333
2002-9;105.21666667
2002-10;106.96666667
2002-11;169.55000000
2002-12;293.51666667
2003-1;305.53333333
2003-2;234.38333333
2003-3;277.70000000
2003-4;148.11666667
2003-5;68.26666667
2003-6;2.11666667
2003-7;0E-8
2003-8;17.08333333
2003-9;29.00000000
2003-10;89.91666667
2003-11;208.65000000
