Periodo;PrecipitacaoTotal
1970-1;297.33214286
1970-2;298.11071429
1970-3;116.26428571
1970-4;61.18214286
1970-5;48.93571429
1970-6;64.75925926
1970-7;25.65185185
1970-8;89.78518519
1970-9;89.62800000
1970-10;103.41111111
1970-11;114.07692308
1970-12;174.74166667
1971-1;130.45833333
1971-2;168.83750000
1971-3;184.47391304
1971-4;83.32727273
1971-5;71.99130435
1971-6;104.34166667
1971-7;49.14545455
1971-8;22.72857143
1971-9;76.95714286
1971-10;137.20476190
1971-11;108.56363636
1971-12;233.07727273
1972-1;274.29629630
1972-2;266.07727273
1972-3;121.96923077
1972-4;69.63461538
1972-5;57.02800000
1972-6;6.26666667
1972-7;92.17500000
1972-8;76.04166667
1972-9;107.01818182
1972-10;198.30000000
1972-11;177.67083333
1972-12;164.71600000
1973-1;215.27916667
1973-2;170.95416667
1973-3;149.15833333
1973-4;151.92272727
1973-5;90.99200000
1973-6;31.37500000
1973-7;78.84285714
1973-8;31.81428571
1973-9;67.98500000
1973-10;122.63684211
1973-11;138.44285714
1973-12;281.70952381
1974-1;296.83636364
1974-2;94.38260870
1974-3;280.57391304
1974-4;59.58260870
1974-5;28.21739130
1974-6;103.89565217
1974-7;9.47727273
1974-8;13.90454545
1974-9;39.35714286
1974-10;120.83684211
1974-11;109.50000000
1974-12;276.14000000
1975-1;195.79500000
1975-2;245.51500000
1975-3;93.05500000
1975-4;64.64500000
1975-5;44.32500000
1975-6;14.64500000
1975-7;49.58571429
1975-8;8.70952381
1975-9;54.42857143
1975-10;149.55238095
1975-11;263.12380952
1975-12;227.17000000
1976-1;240.90952381
1976-2;312.59523810
1976-3;192.71904762
1976-4;115.68181818
1976-5;152.34090909
1976-6;54.68571429
1976-7;103.15500000
1976-8;116.86666667
1976-9;163.46666667
1976-10;116.60909091
1976-11;142.69565217
1976-12;247.25217391
1977-1;294.50000000
1977-2;76.57391304
1977-3;145.44347826
1977-4;146.89565217
1977-5;21.44761905
1977-6;66.08947368
1977-7;15.44210526
1977-8;33.95714286
1977-9;122.66190476
1977-10;102.84500000
1977-11;188.49000000
1977-12;267.97368421
1978-1;213.44500000
1978-2;147.89473684
1978-3;175.95000000
1978-4;42.02000000
1978-5;117.67000000
1978-6;48.95263158
1978-7;84.67647059
1978-8;11.01000000
1978-9;54.66500000
1978-10;91.56000000
1978-11;234.48500000
1978-12;236.68500000
1979-1;143.07368421
1979-2;113.09444444
1979-3;110.20000000
1979-4;82.21111111
1979-5;88.31111111
1979-6;10.08888889
1979-7;37.20000000
1979-8;58.95000000
1979-9;106.03888889
1979-10;104.06111111
1979-11;147.88333333
1979-12;194.35555556
1980-1;179.17777778
1980-2;213.50526316
1980-3;105.52631579
1980-4;111.85263158
1980-5;17.91052632
1980-6;73.36111111
1980-7;27.68823529
1980-8;31.41052632
1980-9;73.47368421
1980-10;97.30526316
1980-11;134.59473684
1980-12;221.92631579
1981-1;253.92631579
1981-2;86.29000000
1981-3;148.16842105
1981-4;78.55789474
1981-5;28.53157895
1981-6;66.43333333
1981-7;37.43333333
1981-8;23.03157895
1981-9;28.78947368
1981-10;169.46842105
1981-11;147.79444444
1981-12;180.77500000
1982-1;231.00000000
1982-2;186.06666667
1982-3;251.47777778
1982-4;71.61176471
1982-5;62.36111111
1982-6;115.43888889
1982-7;54.35555556
1982-8;51.25882353
1982-9;41.42941176
1982-10;201.83529412
1982-11;198.08235294
1982-12;259.57058824
1983-1;292.68823529
1983-2;233.37647059
1983-3;260.77647059
1983-4;152.53529412
1983-5;215.91176471
1983-6;137.82941176
1983-7;46.14705882
1983-8;10.07222222
1983-9;233.43157895
1983-10;177.98947368
1983-11;134.06842105
1983-12;249.05000000
