Nome: SAO SIMAO
Codigo Estacao: A770
Latitude: -21.46111111
Longitude: -47.57944443
Altitude: 620
Situacao: Operante
Data Inicial: 2019-07-02
Data Final: 2020-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2019-07-31;4;23.6;949.576786;18.641815;7.4;1.854911;
2019-08-31;5;8.6;949.705458;20.681297;7.2;2.187037;
2019-09-30;8;66;945.686111;24.628194;7.4;2.214028;
2019-10-31;10;100;943.665188;25.87957;7.1;2.081433;
2019-11-30;15;205.2;942.423611;24.703889;6.6;2.103363;
2019-12-31;18;213.6;943.014569;24.701794;5.3;1.722394;
2020-01-31;16;399.8;942.181586;24.685349;6.8;1.683122;
2020-02-29;21;249;943.847008;23.932477;5.2;1.706015;
2020-03-31;8;121.2;944.575928;24.050823;5.7;1.981183;
2020-04-30;4;15;946.139674;22.098581;4.7;1.657446;
2020-05-31;3;11.6;947.673118;18.856048;4.9;1.562547;
2020-06-30;5;12.8;948.300972;20.521667;6.3;1.696528;
2020-07-31;0;0;947.949597;20.521505;6.5;1.655914;
2020-08-31;1;2.6;948.040323;21.479839;5.9;2.283737;
2020-09-30;5;24.2;945.53;25.85375;7.3;2.060833;
2020-10-31;9;57.4;942.837634;25.82621;9;2.254704;
2020-11-30;11;108.2;943.237829;24.648588;8.2;2.166084;
2020-12-31;23;350.2;942.905933;24.316997;5.7;1.677747;

