Nome: RIBAS DO RIO PARDO
Codigo Estacao: S715
Latitude: -20.466694
Longitude: -53.763028
Altitude: 442
Situacao: Operante
Data Inicial: 2018-01-17
Data Final: 2020-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2018-01-31;null;null;null;null;null;null;
2018-02-28;3;null;null;null;null;null;
2018-03-31;17;156.6;960.963441;26.150941;12;2.051747;
2018-04-30;7;22;964.220972;24.245556;5.7;1.868194;
2018-05-31;5;25.6;965.563441;21.839651;8.1;2.011022;
2018-06-30;null;null;null;null;null;null;
2018-07-31;null;null;null;21.408135;7.5;null;
2018-08-31;10;80.2;966.510753;20.411559;9.6;2.448656;
2018-09-30;13;128;962.489445;22.9625;7.9;2.289306;
2018-10-31;12;134.6;960.950941;25.768011;9;2.333065;
2018-11-30;16;173.2;960.249861;25.144861;8.3;2.535833;
2018-12-31;12;126.2;961.405511;26.631855;9.8;2.35;
2019-01-31;23;206.2;962.737903;26.723521;7.6;2.199971;
2019-02-28;13;163.4;960.948214;26.131845;8.9;2.142262;
2019-03-31;11;null;962.823369;25.415554;8.5;2.09506;
2019-04-30;null;null;962.676895;null;6.2;1.859735;
2019-05-31;null;null;null;null;6.9;null;
2019-06-30;null;null;null;null;9.6;null;
2019-07-31;null;null;null;null;7.8;null;
2019-08-31;null;null;null;null;8.6;null;
2019-09-30;null;null;null;null;9.1;null;
2019-10-31;null;null;null;null;8.8;null;
2019-11-30;11;null;null;26.1625;9.2;null;
2019-12-31;21;267.8;960.556048;25.515188;8.2;2.226613;
2020-01-31;20;186;959.854436;26.790323;7.6;2.267781;
2020-02-29;19;117;961.228161;26.119109;6.7;2.166311;
2020-03-31;6;45.8;962.077811;26.230213;6.2;2.050684;
2020-04-30;2;60.8;964.398611;23.759167;10.9;2.048472;
2020-05-31;6;71.2;966.032527;19.608333;7;1.893683;
2020-06-30;8;35.6;965.300833;21.603194;8.9;2.243194;
2020-07-31;0;0;965.507258;20.863575;7.5;2.259812;
2020-08-31;4;12;965.186559;22.295161;9;2.531452;
2020-09-30;5;36.4;962.412361;27.617222;9.4;2.348333;
2020-10-31;12;105.2;960.382258;27.251478;9;2.564919;
2020-11-30;11;201.8;961.072778;26.174305;8.5;2.349583;
2020-12-31;15;125.2;960.249731;26.495161;10;2.430376;

