Nome: VENDA NOVA DO IMIGRANTE
Codigo Estacao: A633
Latitude: -20.38555555
Longitude: -41.18999999
Altitude: 722
Situacao: Operante
Data Inicial: 2017-02-09
Data Final: 2020-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2017-02-28;8;null;null;21.949254;3.5;null;
2017-03-31;16;87;934.015323;21.23871;3.9;.954704;
2017-04-30;17;79;935.495694;19.987222;4.4;.912905;
2017-05-31;12;53.8;936.574883;18.024059;4.1;.826917;
2017-06-30;15;31.6;938.626221;17.16964;3.7;.817772;
2017-07-31;24;34.2;942.919489;14.88172;null;null;
2017-08-31;10;10.6;938.137537;16.120576;4.6;null;
2017-09-30;4;18;939.734925;18.077017;4.2;1.346823;
2017-10-31;12;56.8;934.894172;20.754598;5.5;1.434958;
2017-11-30;16;222.2;933.031549;20.344244;4.7;1.366594;
2017-12-31;22;240.8;932.13993;21.740218;4.2;1.13626;
2018-01-31;13;138.6;933.021774;22.71371;4.2;1.214247;
2018-02-28;22;273.8;932.689286;21.651935;3.8;1.050893;
2018-03-31;23;328.4;932.626845;22.275746;3.4;.9375;
2018-04-30;28;209.6;936.383037;19.564722;3.2;.78006;
2018-05-31;20;75.6;937.633734;18.064753;4.3;.84891;
2018-06-30;21;25.8;938.514141;17.555784;4.1;.861777;
2018-07-31;10;7.8;938.631183;16.316801;3.6;null;
2018-08-31;15;54.8;938.441532;17.447715;null;null;
2018-09-30;16;31.4;935.302138;18.883031;null;null;
2018-10-31;16;60.4;933.904973;20.527016;null;null;
2018-11-30;22;145.8;934.284583;20.711111;null;null;
2018-12-31;21;313.8;933.393817;21.68871;5;1.103448;
2019-01-31;9;30;935.194355;23.139919;4.2;1.268952;
2019-02-28;17;248.6;932.972153;23.048797;4;1.075026;
2019-03-31;24;164.4;934.419489;22.208351;3.7;.938517;
2019-04-30;15;100.8;934.135972;21.847083;4.3;.913611;
2019-05-31;21;42.4;935.272984;20.114785;3.3;.827554;
2019-06-30;13;10.4;939.379861;17.766389;3.8;.789167;
2019-07-31;20;8.2;938.816667;15.925806;3.6;.897984;
2019-08-31;20;23.4;940.531488;16.846;4.4;.997914;
2019-09-30;14;45.4;937.084167;19.198611;null;null;
2019-10-31;15;33.2;934.733065;21.100134;4.5;1.307796;
2019-11-30;21;236.2;932.970972;21.144167;4.1;1.070417;
2019-12-31;17;193.2;933.318683;21.96371;5;1.221371;
2020-01-31;19;376.2;931.831183;22.675806;4;1.181183;
2020-02-29;18;242.4;933.740517;22.640517;3.6;1.04023;
2020-03-31;23;195.8;934.456976;20.796371;3.1;.852971;
2020-04-30;15;null;null;20.407031;4;null;
2020-05-31;null;null;null;null;4.1;null;
2020-06-30;null;null;null;null;3.5;null;
2020-07-31;null;null;null;null;4.2;null;
2020-08-31;null;null;null;null;4.4;null;
2020-09-30;4;27;936.697701;20.064512;4.4;1.14181;
2020-10-31;19;179.6;933.826747;20.817742;4.4;1.043548;
2020-11-30;18;128.8;933.763539;20.452826;4;1.062337;
2020-12-31;18;260.8;932.791225;22.368311;4.4;1.225624;

