Nome: COLOMBO
Codigo Estacao: B806
Latitude: -25.322464
Longitude: -49.157733
Altitude: 950
Situacao: Operante
Data Inicial: 2016-05-31
Data Final: 2020-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2016-05-31;null;null;null;null;null;null;
2016-06-30;8;95.2;914.190517;10.567816;4.2;1.11796;
2016-07-31;6;112.8;912.640714;13.285735;6.1;1.603991;
2016-08-31;12;190;911.837366;13.609543;6.2;1.416667;
2016-09-30;9;116.8;911.900139;14.544861;7.8;1.583194;
2016-10-31;23;169.6;909.797715;16.355108;4.8;1.663306;
2016-11-30;13;110.8;908.818056;17.656667;5;1.524722;
2016-12-31;19;98.6;908.070027;19.834812;4.8;1.572312;
2017-01-31;25;230.4;908.690323;20.878898;4.8;1.297312;
2017-02-28;13;74;908.943899;21.586607;4.5;1.34747;
2017-03-31;21;116.6;910.310484;19.047581;4.2;1.270296;
2017-04-30;19;95.2;911.294306;17.011805;4.4;1.348472;
2017-05-31;16;96.4;911.464276;16.028074;6.6;1.279786;
2017-06-30;15;142;913.102083;13.948056;6.7;1.433472;
2017-07-31;12;10.8;917.399492;12.701701;5.2;1.325958;
2017-08-31;7;91.2;912.532468;14.484303;5.4;1.458199;
2017-09-30;4;27.4;913.252971;17.969952;5.1;1.560501;
2017-10-31;19;288;909.020389;17.291885;5.1;1.769728;
2017-11-30;14;121.6;907.670581;17.381062;5.2;1.559307;
2017-12-31;19;293;907.42645;19.685448;5.6;1.427799;
2018-01-31;26;307;908.343478;20.061641;5.1;1.475672;
2018-02-28;15;108.8;908.783489;19.122865;4.6;1.311918;
2018-03-31;20;259.4;908.27888;20.605955;7.6;1.259169;
2018-04-30;10;15.8;912.383472;18.371944;3.8;1.133889;
2018-05-31;12;24.6;912.806428;15.832165;4.8;1.329698;
2018-06-30;18;104.8;912.9075;14.031806;5.7;1.3425;
2018-07-31;5;15.8;912.968221;14.65606;4.8;1.398831;
2018-08-31;7;34.8;913.144524;13.408982;6.8;1.519554;
2018-09-30;22;56.2;910.072159;16.102639;4.8;1.434356;
2018-10-31;23;331.2;909.337911;16.660975;5;1.442941;
2018-11-30;16;38;909.293605;18.187808;5.1;1.627905;
2018-12-31;15;104.8;908.84586;20.879507;6.2;1.523343;
2019-01-31;22;407;910.332959;22.333877;6.4;1.362027;
2019-02-28;21;211.6;908.650563;22.247213;5.5;1.319378;
2019-03-31;20;76.6;910.740461;19.665854;4.9;1.237849;
2019-04-30;16;147.2;909.959655;18.901187;4.9;1.149942;
2019-05-31;23;240;910.698547;16.996861;5;1.243366;
2019-06-30;13;null;913.951709;14.988259;5.1;1.180937;
2019-07-31;6;null;913.099735;13.577406;5.9;1.410788;
2019-08-31;6;null;915.063991;13.679019;5.4;1.552764;
2019-09-30;12;129.8;911.65865;16.096812;5.3;1.584023;
2019-10-31;12;76.4;910.131516;18.939171;4.3;1.446862;
2019-11-30;16;130;908.571505;18.443161;4.5;1.463501;
2019-12-31;11;48.2;908.403851;19.569715;5.5;1.377578;
2020-01-31;16;null;907.444911;21.068432;5.2;1.352609;
2020-02-29;13;null;909.449356;19.345707;4.4;1.294233;
2020-03-31;13;33;910.891105;19.002157;3.5;1.222573;
2020-04-30;8;35.6;911.674356;16.892148;4.5;1.28814;
2020-05-31;7;null;911.749173;13.88707;5.9;1.3673;
2020-06-30;9;null;912.252401;15.08734;6.8;1.555267;
2020-07-31;13;38.6;912.283816;14.256202;5.8;1.630604;
2020-08-31;13;154.2;913.440798;13.960228;4.4;1.360341;
2020-09-30;1;null;911.573404;17.705155;8.8;1.640129;
2020-10-31;8;null;909.440883;18.090292;5.3;1.459491;
2020-11-30;15;null;909.558714;18.251755;7;1.391447;
2020-12-31;18;139.8;908.076242;20.014795;5.2;1.433208;

