Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2012","2012","millions","1212604.58","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2013","2013","millions","1257534.9","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2014","2014","millions","1282386.74","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2015","2015","millions","967633.23","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2016","2016","millions","889684.36","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2017","2017","millions","968709.66","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6110","Value US$","23018","Total Credit","2018","2018","millions","892269.42","Fc","Calculated data"
