Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2012","2012","%","0.83024","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2013","2013","%","0.78562","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2014","2014","%","0.76899","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2015","2015","%","0.76487","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2016","2016","%","0.76506","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2017","2017","%","0.69913","Fc","Calculated data"
"IC","Credit to Agriculture","21","Brazil","6113","Share of Total Credit","23068","Credit to Agriculture, Forestry and Fishing","2018","2018","%","0.74643","Fc","Calculated data"
